name,KEGG
GLUCOSAMINATE_M-H+HCOONa,C03752
GLUCOSAMINATE_M+Cl,C03752
GLUCOSAMINATE_M-H,C03752
UROCANATE_M+CF3COO,C00785
UROCANATE_M+COOH,C00785
UROCANATE_M-H,C00785
UROCANATE_M-H + HCOOH,C00785
UROCANATE_M+Cl,C00785
UROCANATE_M-H+HCOONa,C00785
GLUTARYLCARNITINE_M-H,null
GLUTARYLCARNITINE_2M-2H+Na,null
GLUTARYLCARNITINE_3M-H,null
GLUTARYLCARNITINE_2M+Cl,null
GLUTARYLCARNITINE_M+OH,null
GLUTARYLCARNITINE_2M-H,null
GLUTARYLCARNITINE_M-H+H2O,null
GLUTARYLCARNITINE_M-H+HCOONa,null
GLUTARYLCARNITINE_M+COOH,null
GLUTARYLCARNITINE_M-H + HCOOH,null
GLUTARYLCARNITINE_M+Cl,null
GALACTITOL_M-H + HCOOH,C01697
GALACTITOL_M+Br,C01697
GALACTITOL_M+COOH -H2O,C01697
GALACTITOL_M-H,C01697
GALACTITOL_M+CF3COO,C01697
GALACTITOL_M+COOH,C01697
GALACTITOL_M+Cl -H2O,C01697
GALACTITOL_M+Cl,C01697
GALACTITOL_M-H -H2O,C01697
GALACTARATE_M-H -H2O,C00879
GALACTARATE_M-H,C00879
GALACTARATE_2M-H,C00879
OXOADIPIC ACID_M+COOH,C00322
OXOADIPIC ACID_M-H+HCOONa,C00322
OXOADIPIC ACID_2M-2H+Na,C00322
OXOADIPIC ACID_M-2H+Na,C00322
OXOADIPIC ACID_M-2H+K,C00322
OXOADIPIC ACID_M-H,C00322
OXOADIPIC ACID_M-H + HCOOH,C00322
3-DEHYDROSHIKIMATE_2M-H,C02637
3-DEHYDROSHIKIMATE_2M-2H+K,C02637
3-DEHYDROSHIKIMATE_2M-2H+Na,C02637
3-DEHYDROSHIKIMATE_3M-3H+2Na,C02637
3-DEHYDROSHIKIMATE_M+COOH,C02637
3-DEHYDROSHIKIMATE_M-H,C02637
3-DEHYDROSHIKIMATE_M-H + HCOOH,C02637
3-DEHYDROSHIKIMATE_M-H+HCOONa,C02637
N-METHYLGLUTAMATE_3M-3H+2Na,C01046
N-METHYLGLUTAMATE_M-H -H2O,C01046
N-METHYLGLUTAMATE_2M-2H+Na,C01046
N-METHYLGLUTAMATE_2M-H,C01046
N-METHYLGLUTAMATE_M+CH3COO,C01046
N-METHYLGLUTAMATE_M-H,C01046
N-METHYLGLUTAMATE_2M+3Na -4H,C01046
N-METHYLGLUTAMATE_2M+CH3COO,C01046
N-METHYLGLUTAMATE_2M-2H+K,C01046
N-METHYLGLUTAMATE_M-2H+Na,C01046
N-METHYLGLUTAMATE_M-H+HCOONa,C01046
N-ACETYLGLYCINE _2M-H,null
N-ACETYLGLYCINE _3M-3H+2Na,null
N-ACETYLGLYCINE _2M-2H+Na,null
N-ACETYLGLYCINE _M-H+HCOONa,null
N-ACETYLGLYCINE _M-H,null
N-ACETYLGLYCINE _2M-2H+K,null
N-ACETYLGLYCINE _M+Cl,null
HOMOCYSTEINE_M-H,C00155
HOMOCYSTEINE_2M-2H+Na,C00155
HOMOCYSTEINE_M-H+HCOONa,C00155
TRYPTOPHAN_2M-2H+K,C00525
TRYPTOPHAN_M-2H+Na,C00525
TRYPTOPHAN_M+COOH,C00525
TRYPTOPHAN_M+Cl,C00525
TRYPTOPHAN_2M-2H+Na,C00525
TRYPTOPHAN_M-H + HCOOH,C00525
TRYPTOPHAN_2M-H,C00525
TRYPTOPHAN_M-H,C00525
TRYPTOPHAN_M-H+HCOONa,C00525
TRYPTOPHAN_3M-3H+2Na,C00525
6-PHOSPHOGLUCONATE_2M-H,C00345
6-PHOSPHOGLUCONATE_M-2H+Na,C00345
6-PHOSPHOGLUCONATE_2M-2H+Na,C00345
6-PHOSPHOGLUCONATE_M-H,C00345
DEOXYCYTIDINE_2M+HCOO,C00881
DEOXYCYTIDINE_M+COOH,C00881
DEOXYCYTIDINE_2M+Cl,C00881
DEOXYCYTIDINE_M+Cl,C00881
DEOXYCYTIDINE_M-H,C00881
DEOXYCYTIDINE_M-H + HCOOH,C00881
DEOXYCYTIDINE_M+CF3COO,C00881
DEOXYCYTIDINE_M+e,C00881
OXOPROLINE_3M-3H+2Na,C01879
OXOPROLINE_M-H,C01879
OXOPROLINE_2M-2H+K,C01879
OXOPROLINE_2M-H,C01879
OXOPROLINE_M-H+HCOONa,C01879
OXOPROLINE_2M-2H+Na,C01879
THYROTROPIN RELEASING HORMONE_M+COOH,C03958
THYROTROPIN RELEASING HORMONE_M+Cl,C03958
THYROTROPIN RELEASING HORMONE_M-H,C03958
THYROTROPIN RELEASING HORMONE_M-H + HCOOH,C03958
THYROTROPIN RELEASING HORMONE_M+CF3COO,C03958
THYROTROPIN RELEASING HORMONE_2M-H,C03958
THYROTROPIN RELEASING HORMONE_2M+HCOO,C03958
THYROTROPIN RELEASING HORMONE_M-H+HCOONa,C03958
GLUCURONATE_M-H,C00191
GLUCURONATE_3M-3H+2Na,C00191
GLUCURONATE_M-H+HCOONa,C00191
GLUCURONATE_2M-2H+Na,C00191
GLUCURONATE_M-H -H2O,C00191
GLUCURONATE_M+Cl,C00191
GLUCURONATE_2M-H,C00191
3-SULFINOALANINE_2M-2H+Na,C00606
3-SULFINOALANINE_2M-H,C00606
3-SULFINOALANINE_M-H,C00606
3-SULFINOALANINE_M-2H+Na,C00606
(2-AMINOETHYL)PHOSPHONATE_2M+CH3COO,C03557
(2-AMINOETHYL)PHOSPHONATE_M-H,C03557
(2-AMINOETHYL)PHOSPHONATE_M+Cl,C03557
CYSTEATE_2M-H,C00506
CYSTEATE_2M-2H+Na,C00506
CYSTEATE_3M-H,C00506
CYSTEATE_M-H,C00506
CYSTEATE_M-2H+Na,C00506
CYSTEATE_M-H+HCOONa,C00506
N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_2M-2H+Na,C04501
N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_2M-H,C04501
N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_M-H -H2O,C04501
N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_M-H,C04501
N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_M-H+HCOONa,C04501
O-PHOSPHOSERINE_2M-2H+K,C01005
O-PHOSPHOSERINE_M-2H+Na,C01005
O-PHOSPHOSERINE_M-H,C01005
O-PHOSPHOSERINE_2M-2H+Na,C01005
O-PHOSPHOSERINE_2M-H,C01005
O-PHOSPHOSERINE_M-H -H2O,C01005
O-PHOSPHOSERINE_3M-H,C01005
FRUCTOSE 6-PHOSPHATE_M+Cl,C00085
FRUCTOSE 6-PHOSPHATE_M-H,C00085
FRUCTOSE 6-PHOSPHATE_2M-H,C00085
FRUCTOSE 6-PHOSPHATE_M-2H+Na,C00085
FRUCTOSE 6-PHOSPHATE_3M-H,C00085
FRUCTOSE 6-PHOSPHATE_2M-2H+Na,C00085
FRUCTOSE 6-PHOSPHATE_M-H -H2O,C00085
FRUCTOSE 6-PHOSPHATE_M-H+HCOONa,C00085
URIDINE DIPHOSPHATE GLUCOSE_M-2H+Na,C00029
URIDINE DIPHOSPHATE GLUCOSE_M-H,C00029
URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE_M-2H+Na,C00043
URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE_M-H,C00043
N-ACETYLMETHIONINE_2M-H,C02712
N-ACETYLMETHIONINE_M-H+HCOONa,C02712
N-ACETYLMETHIONINE_M+e,C02712
N-ACETYLMETHIONINE_3M-3H+2Na,C02712
N-ACETYLMETHIONINE_M+CF3COO,C02712
N-ACETYLMETHIONINE_2M-2H+K,C02712
N-ACETYLMETHIONINE_2M-2H+Na,C02712
N-ACETYLMETHIONINE_M+Cl,C02712
N-ACETYLMETHIONINE_M-H,C02712
ADP-GLUCOSE_M+COOH,C00498
ADP-GLUCOSE_M-H + HCOOH,C00498
ADP-GLUCOSE_M-H+H2O,C00498
ADP-GLUCOSE_M-2H+Na,C00498
ADP-GLUCOSE_M-H,C00498
ADP-GLUCOSE_M+OH,C00498
DEOXYURIDINE-MONOPHOSPHATE_M-H+HCOONa,C00365
DEOXYURIDINE-MONOPHOSPHATE_2M-2H+Na,C00365
DEOXYURIDINE-MONOPHOSPHATE_M-2H+Na,C00365
DEOXYURIDINE-MONOPHOSPHATE_M-H,C00365
DEOXYURIDINE-MONOPHOSPHATE_2M-H,C00365
DEOXYGUANOSINE_2M+Cl,C00330
DEOXYGUANOSINE_2M-H,C00330
DEOXYGUANOSINE_M+CF3COO,C00330
DEOXYGUANOSINE_M-H+HCOONa,C00330
DEOXYGUANOSINE_M+COOH,C00330
DEOXYGUANOSINE_M+Cl,C00330
DEOXYGUANOSINE_2M-2H+Na,C00330
DEOXYGUANOSINE_3M-H,C00330
DEOXYGUANOSINE_M-H,C00330
DEOXYGUANOSINE_M-H + HCOOH,C00330
DEOXYGUANOSINE_M+e,C00330
GUANOSINE DIPHOSPHATE MANNOSE_M-H,C00096
GUANOSINE DIPHOSPHATE MANNOSE_M-2H+Na,C00096
UREIDOPROPIONATE_M-H+HCOONa,C02642
UREIDOPROPIONATE_2M-H,C02642
UREIDOPROPIONATE_M+CF3COO,C02642
UREIDOPROPIONATE_2M-2H+Na,C02642
UREIDOPROPIONATE_M-H,C02642
UREIDOPROPIONATE_M+Cl,C02642
UREIDOPROPIONATE_3M-3H+2Na,C02642
PYRIDOXAL-PHOSPHATE_M-H + HCOOH,C00018
PYRIDOXAL-PHOSPHATE_M+CF3COO,C00018
PYRIDOXAL-PHOSPHATE_M-H+HCOONa,C00018
PYRIDOXAL-PHOSPHATE_M-2H+K,C00018
PYRIDOXAL-PHOSPHATE_2M-2H+Na,C00018
PYRIDOXAL-PHOSPHATE_2M-H,C00018
PYRIDOXAL-PHOSPHATE_M+COOH,C00018
PYRIDOXAL-PHOSPHATE_M-H,C00018
PYRIDOXAL-PHOSPHATE_3M-H,C00018
PYRIDOXAL-PHOSPHATE_M-2H+Na,C00018
PHOSPHOENOLPYRUVATE_M-H,C00074
PHOSPHOENOLPYRUVATE_2M-H,C00074
GLYCERATE_M-H,C00258
OROTATE_M-H+HCOONa,C00295
OROTATE_2M-2H+Na,C00295
OROTATE_2M-2H+K,C00295
OROTATE_M+e,C00295
OROTATE_2M-H,C00295
OROTATE_3M-3H+2Na,C00295
OROTATE_M-H,C00295
MANNOSE 6-PHOSPHATE_2M-2H+Na,C00275
MANNOSE 6-PHOSPHATE_M+Cl -H2O,C00275
MANNOSE 6-PHOSPHATE_M-H -H2O,C00275
MANNOSE 6-PHOSPHATE_3M-H,C00275
MANNOSE 6-PHOSPHATE_M-H,C00275
MANNOSE 6-PHOSPHATE_M-4H+3Na,C00275
MANNOSE 6-PHOSPHATE_2M-H,C00275
MANNOSE 6-PHOSPHATE_M-H+HCOONa,C00275
MANNOSE 6-PHOSPHATE_M+Cl,C00275
GLUTATHIONE REDUCED_M-H,C00051
GLUTATHIONE REDUCED_M-2H+Na,C00051
GLUTATHIONE REDUCED_M+e,C00051
GLYCERATE_2M-2H+Na,C00258
GLYCERATE_M-H,C00258
GLYCERATE_M-H+HCOONa,C00258
GLYCERATE_2M-H,C00258
URACIL 5-CARBOXYLATE_M-H,C03030
URACIL 5-CARBOXYLATE_M+CH3COO,C03030
GALACTOSE 1-PHOSPHATE_M-H,C00446
GALACTOSE 1-PHOSPHATE_M-H+HCOONa,C00446
GALACTOSE 1-PHOSPHATE_M+Br,C00446
URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE_M-H,C00203
URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE_M-2H+K,C00203
URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE_M-2H+Na,C00203
AICAR_M-H+HCOONa,C04677
AICAR_M-2H+Na,C04677
AICAR_2M-H,C04677
AICAR_M-H,C04677
AICAR_2M-2H+Na,C04677
DIHYDROXYACETONE PHOSPHATE_2M-H +2H2O,C00111
DIHYDROXYACETONE PHOSPHATE_3M-H,C00111
DIHYDROXYACETONE PHOSPHATE_M-H,C00111
DIHYDROXYACETONE PHOSPHATE_M-H+HCOONa,C00111
DIHYDROXYACETONE PHOSPHATE_2M-H,C00111
N-ALPHA-ACETYLLYSINE_M+Cl,C12989
N-ALPHA-ACETYLLYSINE_M-H+HCOONa,C12989
N-ALPHA-ACETYLLYSINE_2M-H,C12989
N-ALPHA-ACETYLLYSINE_M+e,C12989
N-ALPHA-ACETYLLYSINE_M+CF3COO,C12989
N-ALPHA-ACETYLLYSINE_M-H,C12989
N-ALPHA-ACETYLLYSINE_3M-3H+2Na,C12989
N-ALPHA-ACETYLLYSINE_2M-2H+Na,C12989
CYTIDINE DIPHOSPHATE_M-2H+Na,C00112
CYTIDINE DIPHOSPHATE_M-2H+K,C00112
CYTIDINE DIPHOSPHATE_M-H+HCOONa,C00112
CYTIDINE DIPHOSPHATE_M-H,C00112
CYTIDINE DIPHOSPHATE_2M-H,C00112
O-PHOSPHOETHANOLAMINE_2M-2H+Na,C00346
O-PHOSPHOETHANOLAMINE_2M-H,C00346
O-PHOSPHOETHANOLAMINE_M+Cl,C00346
O-PHOSPHOETHANOLAMINE_M-H,C00346
O-PHOSPHOETHANOLAMINE_2M-2H+K,C00346
5-AMINOLEVULINATE_M-H -H2O,C00430
5-AMINOLEVULINATE_M-H+HCOONa,C00430
5-AMINOLEVULINATE_M-H,C00430
5-AMINOLEVULINATE_2M-2H+Na,C00430
XANTHOSINE-MONOPHOSPHATE_M-H,C00655
XANTHOSINE-MONOPHOSPHATE_2M-2H+Na,C00655
XANTHOSINE-MONOPHOSPHATE_M-2H+Na,C00655
XANTHOSINE-MONOPHOSPHATE_2M-H,C00655
INDOXYL SULFATE_M+e,C08481
INDOXYL SULFATE_3M-3H+2Na,C08481
INDOXYL SULFATE_2M-H,C08481
INDOXYL SULFATE_M-H+HCOONa,C08481
INDOXYL SULFATE_2M-2H+Na,C08481
INDOXYL SULFATE_M-H,C08481
CYTIDINE MONOPHOSPHATE_M-2H+Na,C00055
CYTIDINE MONOPHOSPHATE_2M-H,C00055
CYTIDINE MONOPHOSPHATE_2M-2H+Na,C00055
CYTIDINE MONOPHOSPHATE_M-H,C00055
CYTIDINE MONOPHOSPHATE_M-H+HCOONa,C00055
N-ACETYLALANINE_M-H+HCOONa,null
N-ACETYLALANINE_3M-3H+2Na,null
N-ACETYLALANINE_2M-2H+Na,null
N-ACETYLALANINE_2M-2H+K,null
N-ACETYLALANINE_M-H,null
N-ACETYLALANINE_2M-H,null
FAD_M-H,C00016
FAD_M-2H+Na,C00016
4-GUANIDINOBUTANOATE_2M+HCOO,C01035
4-GUANIDINOBUTANOATE_M+Cl,C01035
4-GUANIDINOBUTANOATE_M-H+HCOONa,C01035
4-GUANIDINOBUTANOATE_M-H + HCOOH,C01035
4-GUANIDINOBUTANOATE_M-H -H2O,C01035
4-GUANIDINOBUTANOATE_3M-H,C01035
4-GUANIDINOBUTANOATE_M+CF3COO,C01035
4-GUANIDINOBUTANOATE_M+COOH,C01035
4-GUANIDINOBUTANOATE_2M+Cl,C01035
4-GUANIDINOBUTANOATE_2M-2H+Na,C01035
4-GUANIDINOBUTANOATE_2M-H,C01035
4-GUANIDINOBUTANOATE_M-H,C01035
S-HEXYL-GLUTATHIONE_2M-2H+Na,C02886
S-HEXYL-GLUTATHIONE_2M-H,C02886
S-HEXYL-GLUTATHIONE_M-2H+Na,C02886
S-HEXYL-GLUTATHIONE_M-2H+K,C02886
S-HEXYL-GLUTATHIONE_2M+3Na -4H,C02886
S-HEXYL-GLUTATHIONE_M-H,C02886
"ADENOSINE 2',3'-CYCLIC PHOSPHATE_2M-H",C02353
"ADENOSINE 2',3'-CYCLIC PHOSPHATE_2M-2H+Na",C02353
"ADENOSINE 2',3'-CYCLIC PHOSPHATE_M-H+HCOONa",C02353
"ADENOSINE 2',3'-CYCLIC PHOSPHATE_M+e",C02353
"ADENOSINE 2',3'-CYCLIC PHOSPHATE_M-H",C02353
3-NITRO-L-TYROSINE_M+CF3COO,null
3-NITRO-L-TYROSINE_M+Cl,null
3-NITRO-L-TYROSINE_M-H+HCOONa,null
3-NITRO-L-TYROSINE_M-2H+Na,null
3-NITRO-L-TYROSINE_M+COOH,null
3-NITRO-L-TYROSINE_M-H,null
3-NITRO-L-TYROSINE_M-H + HCOOH,null
CYCLIC GMP_M+COOH,C00942
CYCLIC GMP_2M-H,C00942
CYCLIC GMP_M-H+HCOONa,C00942
CYCLIC GMP_M-H + HCOOH,C00942
CYCLIC GMP_2M-2H+Na,C00942
CYCLIC GMP_M-2H+Na,C00942
CYCLIC GMP_M-H,C00942
GUANOSINE MONOPHOSPHATE_M-2H+K,C00144
GUANOSINE MONOPHOSPHATE_M-H+HCOONa,C00144
GUANOSINE MONOPHOSPHATE_M+COOH,C00144
GUANOSINE MONOPHOSPHATE_2M-H,C00144
GUANOSINE MONOPHOSPHATE_M-2H+Na,C00144
GUANOSINE MONOPHOSPHATE_M-H,C00144
GUANOSINE MONOPHOSPHATE_M-H + HCOOH,C00144
GUANOSINE MONOPHOSPHATE_2M-2H+Na,C00144
PHOSPHORIBOSYL PYROPHOSPHATE_M-H,C00119
ADENINE_M+Cl,C00147
ADENINE_2M+Cl,C00147
ADENINE_M+COOH,C00147
ADENINE_M+CF3COO,C00147
ADENINE_M-H,C00147
ADENINE_M-H + HCOOH,C00147
"ADENOSINE 3',5'-DIPHOSPHATE_M-2H+Na",C00054
"ADENOSINE 3',5'-DIPHOSPHATE_M-H",C00054
S-ADENOSYLHOMOCYSTEINE_2M-2H+Na,C00021
S-ADENOSYLHOMOCYSTEINE_M-H+HCOONa,C00021
S-ADENOSYLHOMOCYSTEINE_2M-H,C00021
S-ADENOSYLHOMOCYSTEINE_M+CF3COO,C00021
S-ADENOSYLHOMOCYSTEINE_M+Cl,C00021
S-ADENOSYLHOMOCYSTEINE_M-2H+Na,C00021
S-ADENOSYLHOMOCYSTEINE_M-H,C00021
O-ACETYLSERINE_M+CH3COO,C00979
O-ACETYLSERINE_M-H,C00979
O-ACETYLSERINE_M-H+HCOONa,C00979
"CYTIDINE 2',3'-CYCLIC PHOSPHATE_M+COOH",C02354
"CYTIDINE 2',3'-CYCLIC PHOSPHATE_M-H",C02354
"CYTIDINE 2',3'-CYCLIC PHOSPHATE_M-2H+Na",C02354
"CYTIDINE 2',3'-CYCLIC PHOSPHATE_M-H + HCOOH",C02354
"CYTIDINE 2',3'-CYCLIC PHOSPHATE_2M-2H+Na",C02354
"CYTIDINE 2',3'-CYCLIC PHOSPHATE_2M-H",C02354
"CYTIDINE 2',3'-CYCLIC PHOSPHATE_M-H+HCOONa",C02354
URIDINE DIPHOSPHATEGALACTOSE_M-2H+Na,C00052
URIDINE DIPHOSPHATEGALACTOSE_M-H,C00052
PYRIDOXAMINE_M+Cl,C00534
PYRIDOXAMINE_M-H,C00534
"N,N-DIMETHYLARGININE_2M-2H+Na",C03626
"N,N-DIMETHYLARGININE_2M-H",C03626
"N,N-DIMETHYLARGININE_M+e",C03626
"N,N-DIMETHYLARGININE_M-H+HCOONa",C03626
"N,N-DIMETHYLARGININE_M-H",C03626
"N,N-DIMETHYLARGININE_M+Cl",C03626
HISTIDINOL_M+Cl,C00860
HISTIDINOL_M+COOH,C00860
HISTIDINOL_M-H,C00860
HISTIDINOL_M-H + HCOOH,C00860
UREIDOPROPIONATE_3M-3H+2Na,C02642
UREIDOPROPIONATE_2M-H,C02642
UREIDOPROPIONATE_M-H,C02642
UREIDOPROPIONATE_2M-2H+Na,C02642
UREIDOPROPIONATE_M+CF3COO,C02642
UREIDOPROPIONATE_2M-2H+K,C02642
UREIDOPROPIONATE_M-H+HCOONa,C02642
UREIDOPROPIONATE_M+Cl,C02642
CITRAMALATE_2M+3Na -4H,C00815
CITRAMALATE_3M-3H+2Na,C00815
CITRAMALATE_M-H,C00815
CITRAMALATE_M-H -H2O,C00815
CITRAMALATE_M-H+HCOONa,C00815
CITRAMALATE_2M-2H+Na,C00815
DEOXYCYTIDINE-DIPHOSPHATE_M-2H+Na,C00705
DEOXYCYTIDINE-DIPHOSPHATE_M-H,C00705
DEOXYCYTIDINE-DIPHOSPHATE_M-H+HCOONa,C00705
EPINEPHRINE_M-H,C00788
EPINEPHRINE_M-H -H2O,C00788
EPINEPHRINE_2M-H,C00788
EPINEPHRINE_M-H+HCOONa,C00788
EPINEPHRINE_M+CF3COO,C00788
EPINEPHRINE_M-H + HCOOH,C00788
EPINEPHRINE_M+COOH,C00788
EPINEPHRINE_M+Cl,C00788
GLYCEROL 3-PHOSPHATE_2M-H,C00093
GLYCEROL 3-PHOSPHATE_M+COOH -H2O,C00093
GLYCEROL 3-PHOSPHATE_M-H+HCOONa,C00093
GLYCEROL 3-PHOSPHATE_M-H,C00093
GLYCEROL 3-PHOSPHATE_2M+CH3COO,C00093
GLYCEROL 3-PHOSPHATE_2M-2H+Na,C00093
GLYCEROL 3-PHOSPHATE_3M-H,C00093
5-HYDROXYTRYPTOPHAN_M-H+HCOONa,C00643
5-HYDROXYTRYPTOPHAN_M-H+H2O,C00643
5-HYDROXYTRYPTOPHAN_2M-2H+Na,C00643
5-HYDROXYTRYPTOPHAN_2M-2H+K,C00643
5-HYDROXYTRYPTOPHAN_M+COOH,C00643
5-HYDROXYTRYPTOPHAN_M-H + HCOOH,C00643
5-HYDROXYTRYPTOPHAN_2M-H,C00643
5-HYDROXYTRYPTOPHAN_M-2H+Na,C00643
5-HYDROXYTRYPTOPHAN_M-H,C00643
5-HYDROXYTRYPTOPHAN_3M-3H+2Na,C00643
5-HYDROXYTRYPTOPHAN_M+OH,C00643
5-HYDROXYTRYPTOPHAN_M+Cl,C00643
3-METHOXYTYROSINE_2M-2H+Na,null
3-METHOXYTYROSINE_M+COOH,null
3-METHOXYTYROSINE_M-H,null
3-METHOXYTYROSINE_2M-H,null
3-METHOXYTYROSINE_M-H + HCOOH,null
3-METHOXYTYROSINE_M+Cl,null
3-METHOXYTYROSINE_2M-2H+K,null
3-METHOXYTYROSINE_M-H+HCOONa,null
N1-ACETYLSPERMINE_M+Cl,C02567
OPHTHALMATE_M-H -H2O,null
OPHTHALMATE_2M-H,null
OPHTHALMATE_M-2H+Na,null
OPHTHALMATE_2M-2H+Na,null
OPHTHALMATE_M-H,null
OPHTHALMATE_M-2H+K,null
ADENOSINE DIPHOSPHATE RIBOSE_M-2H+Na,C00301
ADENOSINE DIPHOSPHATE RIBOSE_M-H,C00301
N-FORMYL-L-METHIONINE_M-H+HCOONa,C03145
N-FORMYL-L-METHIONINE_M+CF3COO,C03145
N-FORMYL-L-METHIONINE_2M-2H+Na,C03145
N-FORMYL-L-METHIONINE_M+e,C03145
N-FORMYL-L-METHIONINE_2M-2H+K,C03145
N-FORMYL-L-METHIONINE_3M-3H+2Na,C03145
N-FORMYL-L-METHIONINE_2M-H,C03145
N-FORMYL-L-METHIONINE_M-H,C03145
GALACTURONATE_M-H,C08348
GALACTURONATE_M+OH,C08348
GALACTURONATE_2M-H,C08348
GALACTURONATE_M+Cl,C08348
GALACTURONATE_M-H -H2O,C08348
GALACTURONATE_M-H+HCOONa,C08348
GALACTURONATE_M-H+H2O,C08348
CYCLIC AMP_2M-H,C00575
CYCLIC AMP_M-H,C00575
CYCLIC AMP_3M-H,C00575
CYCLIC AMP_M-H+HCOONa,C00575
CYCLIC AMP_2M-2H+Na,C00575
SACCHARATE_2M-H,C00818
SACCHARATE_2M-2H+Na,C00818
SACCHARATE_M-H -H2O,C00818
SACCHARATE_M-H,C00818
SACCHARATE_M-2H+Na,C00818
SACCHARATE_2M+Cl -H2O,C00818
SACCHARATE_2M-H +2H2O,C00818
SACCHARATE_M-3H+2Na,C00818
"4,6-DIHYDROXYQUINOLINE_M+Cl",C05639
"4,6-DIHYDROXYQUINOLINE_2M+Cl",C05639
"4,6-DIHYDROXYQUINOLINE_M-H",C05639
S-CARBOXYMETHYLCYSTEINE_M+e,C03727
S-CARBOXYMETHYLCYSTEINE_M-2H+Na,C03727
S-CARBOXYMETHYLCYSTEINE_2M-2H+Na,C03727
S-CARBOXYMETHYLCYSTEINE_M-H,C03727
S-CARBOXYMETHYLCYSTEINE_M-H+OH,C03727
S-CARBOXYMETHYLCYSTEINE_2M-2H+K,C03727
S-CARBOXYMETHYLCYSTEINE_2M+3Na -4H,C03727
S-CARBOXYMETHYLCYSTEINE_3M-3H+2Na,C03727
S-CARBOXYMETHYLCYSTEINE_M-H+HCOONa,C03727
S-CARBOXYMETHYLCYSTEINE_2M-H,C03727
MESOXALATE_2M-2H+Na,C00830
MESOXALATE_2M-H,C00830
MESOXALATE_2M+3Na -4H,C00830
MESOXALATE_M-2H+Na,C00830
MESOXALATE_M+OH,C00830
MESOXALATE_M-H,C00830
MESOXALATE_2M-H +2H2O,C00830
MESOXALATE_M-H+HCOONa,C00830
MESOXALATE_M-H+H2O,C00830
4-IMIDAZOLEACETATE_2M-H,C02835
4-IMIDAZOLEACETATE_M+Cl,C02835
4-IMIDAZOLEACETATE_3M-3H+2Na,C02835
4-IMIDAZOLEACETATE_2M-2H+K,C02835
4-IMIDAZOLEACETATE_M+CF3COO,C02835
4-IMIDAZOLEACETATE_M-H,C02835
4-IMIDAZOLEACETATE_2M-2H+Na,C02835
4-IMIDAZOLEACETATE_M-H+HCOONa,C02835
5-HYDROXYLYSINE_M+e,C16741
5-HYDROXYLYSINE_M-H,C16741
5-HYDROXYLYSINE_2M-2H+K,C16741
5-HYDROXYLYSINE_M-H+HCOONa,C16741
5-HYDROXYLYSINE_M+Cl,C16741
5-HYDROXYLYSINE_3M-3H+2Na,C16741
5-HYDROXYLYSINE_2M-H,C16741
5-HYDROXYLYSINE_2M-2H+Na,C16741
RHAMNOSE_M-H,C00507
RHAMNOSE_M-H + HCOOH,C00507
RHAMNOSE_M+Cl,C00507
RHAMNOSE_M+COOH,C00507
RHAMNOSE_M-3H+2K,C00507
METHIONINE SULFOXIMINE_2M-2H+Na,C03510
METHIONINE SULFOXIMINE_M+Cl,C03510
METHIONINE SULFOXIMINE_M+e,C03510
METHIONINE SULFOXIMINE_M-H,C03510
ALLOTHREONINE_M-H+HCOONa,C05519
ALLOTHREONINE_2M-2H+Na,C05519
ALLOTHREONINE_M-H,C05519
MESO-TARTRATE_3M-3H+2Na,C00552
MESO-TARTRATE_M-H,C00552
MESO-TARTRATE_2M-H,C00552
MESO-TARTRATE_M-H -H2O,C00552
MESO-TARTRATE_2M-2H+Na,C00552
MESO-TARTRATE_M-2H+Na,C00552
MESO-TARTRATE_M-H+HCOONa,C00552
THIAMINE PYROPHOSPHATE_M-H+H2O,C00068
THIAMINE PYROPHOSPHATE_M-H,C00068
THIAMINE PYROPHOSPHATE_M-H+HCOONa,C00068
THIAMINE PYROPHOSPHATE_M+OH,C00068
THIAMINE PYROPHOSPHATE_M-H + HCOOH,C00068
5-METHYLCYTIDINE_2M+HCOO,null
5-METHYLCYTIDINE_M-H + HCOOH,null
5-METHYLCYTIDINE_M+CF3COO,null
5-METHYLCYTIDINE_M+e,null
5-METHYLCYTIDINE_M+COOH,null
5-METHYLCYTIDINE_M-H,null
5-METHYLCYTIDINE_M+Cl,null
N1-ACETYLSPERMINE_M-H+HCOONa,C02567
HYDROXYKYNURENINE_M+Cl,C02794
HYDROXYKYNURENINE_M-H,C02794
HYDROXYKYNURENINE_2M-2H+Na,C02794
HYDROXYKYNURENINE_M-H+HCOONa,C02794
HYDROXYKYNURENINE_M+COOH,C02794
HYDROXYKYNURENINE_M-2H+Na,C02794
HYDROXYKYNURENINE_2M-H,C02794
HYDROXYKYNURENINE_M-H + HCOOH,C02794
HYDROXYKYNURENINE_M-H -H2O,C02794
